name,location,rate_per_sqft,area_in_sqft,area_type,property_title,property_type,bhk_type,price_in_cr
maruti shree ram vatika,maruti shree ram vatika,3083,1200,super,maruti shree ram vatika,flat,2,0.37
jai khodiyar shyam kutir,jai khodiyar shyam kutir,10935,2450,built-up,jai khodiyar shyam kutir,house,4,4.21
pearl heights,pearl heights,4687,1600,super,pearl heights,flat,3,0.75
kumbh nath society maninagar,kumbh nath society maninagar,12222,900,plot,kumbh nath society maninagar,house,4,1.1
shiv signature sky,shiv signature sky,37037,162,built-up,shiv signature sky,flat,3,0.6
panchkutir residency,panchkutir residency,2888,900,super,panchkutir residency,flat,1,0.26
galaxy shubham galaxy,galaxy shubham galaxy,3230,1300,super,galaxy shubham galaxy,flat,2,0.42
shyam kutir,shyam kutir,5732,1413,super,shyam kutir,flat,3,0.81
royal residency,royal residency,4074,1350,carpet,royal residency,flat,2,0.55
radhe govind galaxy,radhe govind galaxy,3030,990,carpet,radhe govind galaxy,flat,2,0.3
radhe govind galaxy,radhe govind galaxy,3018,1060,carpet,radhe govind galaxy,flat,2,0.32
suvidha park society,suvidha park society,35483,155,carpet,suvidha park society,flat,4,0.55
nan,"nava naroda, ahmedabad",3370,801,built-up,nan,flat,1,0.27
white stone,white stone,3777,1350,carpet,white stone,flat,2,0.51
"parshwanath township, nava naroda, ahmedabad east","parshwanath township, nava naroda, ahmedabad east",9870,385,built-up,"parshwanath township, nava naroda, ahmedabad east",house,1,0.38
abjibapa dev aashish sky,abjibapa dev aashish sky,4444,1125,super,abjibapa dev aashish sky,flat,2,0.5
teraiya shantikunj,teraiya shantikunj,12250,800,built-up,teraiya shantikunj,flat,5,0.98
shiv ugati city,shiv ugati city,2916,720,super,shiv ugati city,flat,1,0.21
laxmi sky city,laxmi sky city,4815,1350,super,laxmi sky city,flat,3,0.55
sai pushkar valley,sai pushkar valley,356,19089,super,sai pushkar valley,flat,3,0.68
shyam villa 2,shyam villa 2,30909,165,carpet,shyam villa 2,house,3,0.51
swaminarayan park,swaminarayan park,2898,1035,carpet,swaminarayan park,flat,2,0.3
shyam kutir,shyam kutir,7533,756,super,shyam kutir,flat,3,0.57
royal bunglows,royal bunglows,13951,810,plot,royal bunglows,land,2,1.13
on request,on request,5275,853,carpet,on request,flat,2,0.45
swaminarayan park,swaminarayan park,2100,1000,built-up,swaminarayan park,flat,2,0.21
shilp white elegance and white business hub,shilp white elegance and white business hub,41866,209,super,shilp white elegance and white business hub,flat,3,0.875
anjanee residency,anjanee residency,32608,138,super,anjanee residency,flat,2,0.45
bapashree sarvopari flora,bapashree sarvopari flora,3227,945,super,bapashree sarvopari flora,flat,2,0.305
galaxy vraj residency,galaxy vraj residency,24347,115,super,galaxy vraj residency,flat,2,0.28
yash flora,yash flora,4812,1413,built-up,yash flora,flat,3,0.68
nan,"hanspura, nava naroda",4571,700,built-up,nan,flat,2,0.32
royal bunglows,royal bunglows,9473,3800,plot,royal bunglows,house,5,3.6
a 503 shri ram vatika,a 503 shri ram vatika,3083,1200,super,a 503 shri ram vatika,flat,2,0.37
maruti mahadev residency,maruti mahadev residency,3428,700,super,maruti mahadev residency,flat,1,0.24
anand prahlad residency,anand prahlad residency,3158,855,super,anand prahlad residency,flat,1,0.27
ambika park society,ambika park society,5384,1300,plot,ambika park society,house,1,0.7
amrapan society,amrapan society,1852,540,super,amrapan society,flat,1,0.1
satva 5,satva 5,32967,91,super,satva 5,flat,1,0.3
raghav residency,raghav residency,4800,1500,super,raghav residency,flat,3,0.72
galaxy 88,galaxy 88,3418,980,carpet,galaxy 88,flat,1,0.335
shiv sagar apartment,shiv sagar apartment,5000,1200,super,shiv sagar apartment,flat,2,0.6
nilkanth shyam enclave,nilkanth shyam enclave,4333,1512,super,nilkanth shyam enclave,house,2,0.6551
"naroda patiya, ahmedabad, ahmedabad east","naroda patiya, ahmedabad, ahmedabad east",9523,1260,built-up,"naroda patiya, ahmedabad, ahmedabad east",house,2,1.2
vision madhuvan glory,vision madhuvan glory,2545,1125,carpet,vision madhuvan glory,flat,2,0.28
royal rejoice 1 rinroad,royal rejoice 1 rinroad,3757,968,carpet,royal rejoice 1 rinroad,flat,2,0.364
"naroda, ahmedabad, ahmedabad east","naroda, ahmedabad, ahmedabad east",83333,300,plot,"naroda, ahmedabad, ahmedabad east",house,4,2.5
spelndid murlidhar heights,spelndid murlidhar heights,8988,611,super,spelndid murlidhar heights,flat,3,0.55
avani square nikol,avani square nikol,3800,1000,super,avani square nikol,flat,2,0.38
bapashree park,bapashree park,3292,1215,super,bapashree park,flat,2,0.4
devnandan sankalp city,devnandan sankalp city,4373,423,super,devnandan sankalp city,flat,1,0.185
maruti shree ram vandan,maruti shree ram vandan,339500,58,built-up,maruti shree ram vandan,flat,1,2
"naroda, ahmedabad, ahmedabad east","naroda, ahmedabad, ahmedabad east",5642,700,built-up,"naroda, ahmedabad, ahmedabad east",house,2,0.395
devashish 2,devashish 2,308333,12,super,devashish 2,flat,2,0.37
prathna samay sky track,prathna samay sky track,11734,2430,super,prathna samay sky track,flat,3,1.15
vasant vihar,vasant vihar,2323,2368,super,vasant vihar,flat,2,0.55
nan,"nava naroda, ahmedabad",2105,950,built-up,nan,flat,1,0.2
shyam shree radhe krishna royal,shyam shree radhe krishna royal,7401,608,carpet,shyam shree radhe krishna royal,flat,2,0.45
devraj residency,devraj residency,3574,1035,carpet,devraj residency,flat,2,0.37
shiva duplex,shiva duplex,13333,1500,plot,shiva duplex,house,4,2
keshavpriya naroda smart city,keshavpriya naroda smart city,3737,990,super,keshavpriya naroda smart city,flat,2,0.37
nilkanth vila,nilkanth vila,3402,1161,carpet,nilkanth vila,flat,2,0.395
"nava naroda, ahmedabad, ahmedabad east","nava naroda, ahmedabad, ahmedabad east",9870,385,built-up,"nava naroda, ahmedabad, ahmedabad east",house,1,0.38
achal shree vasundhara royal,achal shree vasundhara royal,4900,1000,super,achal shree vasundhara royal,flat,2,0.49
"naroda, ahmedabad, ahmedabad east","naroda, ahmedabad, ahmedabad east",6667,900,built-up,"naroda, ahmedabad, ahmedabad east",house,2,0.6
dax residency,dax residency,3846,1170,super,dax residency,flat,2,0.45
vrundavan residency,vrundavan residency,4659,1395,super,vrundavan residency,flat,3,0.65
satva 1,satva 1,5555,1260,super,satva 1,flat,3,0.7
hari villa,hari villa,4000,450,super,hari villa,flat,1,0.18
"krishnanagar, nava naroda, ahmedabad east","krishnanagar, nava naroda, ahmedabad east",5050,990,super,"krishnanagar, nava naroda, ahmedabad east",flat,3,0.5
apnaghar society,apnaghar society,2857,630,super,apnaghar society,flat,1,0.18
swapnil sky,swapnil sky,3148,1080,super,swapnil sky,flat,2,0.34
ashirvad avenue,ashirvad avenue,4338,945,super,ashirvad avenue,flat,2,0.41
sukh sahitya heights,sukh sahitya heights,3848,1377,plot,sukh sahitya heights,land,2,0.56
ambika park society,ambika park society,52941,85,plot,ambika park society,house,3,0.45
raghav residency,raghav residency,2282,1008,built-up,raghav residency,flat,2,0.23
sthapatya residency,sthapatya residency,3666,1500,super,sthapatya residency,flat,2,0.55
ambika park society,ambika park society,7083,1200,plot,ambika park society,house,3,0.85
spelndid murlidhar heights,spelndid murlidhar heights,7162,628,carpet,spelndid murlidhar heights,flat,3,0.45
naroda smart city 2,naroda smart city 2,24107,112,built-up,naroda smart city 2,flat,2,0.27
"haridham society, nava naroda, ahmedabad east","haridham society, nava naroda, ahmedabad east",171974,157,super,"haridham society, nava naroda, ahmedabad east",flat,4,2.7
shubham flora,shubham flora,4357,1377,super,shubham flora,flat,2,0.6
vrundavan bunglows,vrundavan bunglows,12792,1368,super,vrundavan bunglows,flat,3,1.75
shyam villa greens,shyam villa greens,3672,1620,built-up,shyam villa greens,house,3,0.595
dev krupa apartment,dev krupa apartment,4230,1300,super,dev krupa apartment,flat,2,0.55
spelndid murlidhar heights,spelndid murlidhar heights,6037,646,carpet,spelndid murlidhar heights,flat,3,0.39
bapashree park,bapashree park,3750,1200,super,bapashree park,flat,2,0.45
"parshwanath township, nava naroda, ahmedabad east","parshwanath township, nava naroda, ahmedabad east",214285,21,built-up,"parshwanath township, nava naroda, ahmedabad east",house,2,0.45
galaxy 88,galaxy 88,2933,1125,built-up,galaxy 88,flat,2,0.33
galaxy keshav galaxy,galaxy keshav galaxy,4333,1386,super,galaxy keshav galaxy,flat,3,0.6007
dharmadev swaminarayan park naroda,dharmadev swaminarayan park naroda,2415,1035,built-up,dharmadev swaminarayan park naroda,flat,1,0.25
aagman residency bh takshshila flats,aagman residency bh takshshila flats,3785,1453,super,aagman residency bh takshshila flats,flat,2,0.55
copper stone heights hanspura,copper stone heights hanspura,3543,1270,super,copper stone heights hanspura,flat,2,0.45
rr royal regency,rr royal regency,36666,150,super,rr royal regency,flat,2,0.55
galaxy paras galaxy,galaxy paras galaxy,5079,1575,super,galaxy paras galaxy,flat,3,0.8
maruti heights,maruti heights,2187,960,super,maruti heights,flat,1,0.21
bapashree park,bapashree park,4545,660,built-up,bapashree park,flat,1,0.3
"naroda, ahmedabad, ahmedabad east","naroda, ahmedabad, ahmedabad east",8929,1400,built-up,"naroda, ahmedabad, ahmedabad east",house,2,1.25
shyam villa 3,shyam villa 3,4125,1503,super,shyam villa 3,flat,3,0.62
swapnil sky,swapnil sky,6053,413,super,swapnil sky,flat,1,0.25
ample tulsi residency,ample tulsi residency,3481,675,super,ample tulsi residency,flat,1,0.235
"naroda, ahmedabad, ahmedabad east","naroda, ahmedabad, ahmedabad east",5714,700,built-up,"naroda, ahmedabad, ahmedabad east",house,1,0.4
vision madhuvan glory,vision madhuvan glory,2363,1125,carpet,vision madhuvan glory,flat,2,0.26
saghun heights,saghun heights,10000,715,super,saghun heights,flat,3,0.715
shreeji heights,shreeji heights,4026,1242,super,shreeji heights,flat,3,0.5
balaji sahitya hills and icon,balaji sahitya hills and icon,33333,117,carpet,balaji sahitya hills and icon,flat,3,0.39
anand prahlad residency,anand prahlad residency,30769,130,plot,anand prahlad residency,house,2,0.4
nan,"nava naroda, ahmedabad",4347,1035,built-up,nan,flat,2,0.45
r d sai sharnam and sai platinum,r d sai sharnam and sai platinum,3333,1260,built-up,r d sai sharnam and sai platinum,flat,2,0.42
yash platina,yash platina,4394,1206,super,yash platina,flat,2,0.53
ozone glitter,ozone glitter,28000,75,super,ozone glitter,flat,1,0.21
keshavpriya naroda smart city,keshavpriya naroda smart city,3472,1200,super,keshavpriya naroda smart city,flat,2,0.35
nan,"nava naroda, ahmedabad",3125,1600,built-up,nan,flat,3,0.5
shri hari gift city,shri hari gift city,6114,736,super,shri hari gift city,flat,3,0.45
maruti auckland hills,maruti auckland hills,4377,1485,super,maruti auckland hills,flat,2,0.65
syam kutir -2,syam kutir -2,3381,1035,super,syam kutir -2,flat,2,0.35
sanket flat,sanket flat,7575,660,super,sanket flat,flat,1,0.5
shyam kutir,shyam kutir,35031,157,super,shyam kutir,flat,3,0.55
bapashree sarvopari flora,bapashree sarvopari flora,3068,1206,super,bapashree sarvopari flora,flat,2,0.37
siv ugati residents,siv ugati residents,2500,720,carpet,siv ugati residents,flat,1,0.18
himalaya greens,himalaya greens,3286,1278,super,himalaya greens,flat,2,0.42
pallavit jyoti residency,pallavit jyoti residency,3268,765,super,pallavit jyoti residency,flat,1,0.25
oakdale avenue,oakdale avenue,3426,1080,super,oakdale avenue,flat,2,0.37
galaxy residency,galaxy residency,29761,84,carpet,galaxy residency,flat,1,0.25
orchid royal,orchid royal,8504,529,super,orchid royal,flat,2,0.45
jivanpran residency,jivanpran residency,2000,1800,super,jivanpran residency,flat,2,0.36
shyam villa 3,shyam villa 3,3733,1125,super,shyam villa 3,flat,2,0.42
galaxy subham bunglows,galaxy subham bunglows,8400,2500,plot,galaxy subham bunglows,house,4,2.1
shree radhe krishna royal,shree radhe krishna royal,3150,1333,carpet,shree radhe krishna royal,flat,2,0.42
laxmi sky city,laxmi sky city,40000,175,built-up,laxmi sky city,flat,3,0.7
radhe govind galaxy,radhe govind galaxy,3148,1080,super,radhe govind galaxy,flat,2,0.34
radhe govind galaxy,radhe govind galaxy,3796,1080,super,radhe govind galaxy,flat,2,0.41
maruti sarthi residency,maruti sarthi residency,4365,1260,super,maruti sarthi residency,flat,2,0.55
devashish 2,devashish 2,3000,1500,super,devashish 2,flat,2,0.45
c199 part 7,c199 part 7,7500,1000,built-up,c199 part 7,flat,4,0.75
swaminarayan park,swaminarayan park,8547,585,super,swaminarayan park,flat,2,0.5
spelndid murlidhar heights,spelndid murlidhar heights,421,10692,carpet,spelndid murlidhar heights,flat,3,0.45
ambika park society,ambika park society,14400,500,super,ambika park society,flat,2,0.72
astha mangal residency,astha mangal residency,42968,128,carpet,astha mangal residency,flat,2,0.55
murlidhar heights,murlidhar heights,3359,1161,built-up,murlidhar heights,flat,2,0.39
satva 5,satva 5,3514,882,super,satva 5,flat,1,0.31
laxmi sky city,laxmi sky city,4444,1350,super,laxmi sky city,flat,3,0.5
ample tulsi residency,ample tulsi residency,3200000,1,super,ample tulsi residency,flat,1,0.32
nan,"hanspura, nava naroda",3968,1386,built-up,nan,flat,3,0.55
maruti shree ram vandan,maruti shree ram vandan,3805,657,super,maruti shree ram vandan,flat,1,0.25
ozone glitter,ozone glitter,316,6966,super,ozone glitter,flat,1,0.22
devnandan sankalp city,devnandan sankalp city,20234,47,super,devnandan sankalp city,flat,1,0.08
maruti mahadev residency,maruti mahadev residency,3462,751,super,maruti mahadev residency,flat,1,0.245
swaminarayan park,swaminarayan park,2626,990,super,swaminarayan park,flat,2,0.26
shree pratishtha heights,shree pratishtha heights,3825,1098,super,shree pratishtha heights,flat,2,0.42
karnavati orchid heritage,karnavati orchid heritage,3527,1080,super,karnavati orchid heritage,flat,2,0.381
ambika park society,ambika park society,83969,131,plot,ambika park society,house,4,1.1
teraiya shantikunj,teraiya shantikunj,9500,1000,super,teraiya shantikunj,flat,4,0.95
panchtirth society,panchtirth society,8055,1800,super,panchtirth society,flat,4,1.45
"prabhunagar society,asarwa","prabhunagar society,asarwa",145454,55,built-up,"prabhunagar society,asarwa",flat,5,0.8
"chamanpura, asarwa, ahmedabad, ahmedabad east","chamanpura, asarwa, ahmedabad, ahmedabad east",5172,1450,built-up,"chamanpura, asarwa, ahmedabad, ahmedabad east",house,3,0.75
jay mangal residency,jay mangal residency,6255,2718,super,jay mangal residency,flat,4,1.7
"asarwa, ahmedabad, ahmedabad east","asarwa, ahmedabad, ahmedabad east",7407,540,built-up,"asarwa, ahmedabad, ahmedabad east",house,3,0.4
nan,"haripura, asarwa, ahmedabad",2187,800,super,nan,flat,1,0.175
shantikunj bungalow,shantikunj bungalow,30303,660,plot,shantikunj bungalow,house,5,2
"asarwa, ahmedabad, ahmedabad east","asarwa, ahmedabad, ahmedabad east",7843,765,super,"asarwa, ahmedabad, ahmedabad east",house,3,0.6
nan,"asarwa, ahmedabad",5079,945,built-up,nan,flat,3,0.48
b 10 nilkanth nagar society,b 10 nilkanth nagar society,5787,2160,plot,b 10 nilkanth nagar society,house,4,1.25
rang sagar tenament,rang sagar tenament,8666,1500,plot,rang sagar tenament,house,2,1.3
"noble nagar tenament, ahmedabad, ahmedabad east","noble nagar tenament, ahmedabad, ahmedabad east",25316,395,super,"noble nagar tenament, ahmedabad, ahmedabad east",house,4,1.3
"krishna nagar, saijpur bogha, ahmedabad, ahmedabad east","krishna nagar, saijpur bogha, ahmedabad, ahmedabad east",8680,1440,super,"krishna nagar, saijpur bogha, ahmedabad, ahmedabad east",flat,3,1.25
"krishna nagar, saijpur bogha, ahmedabad, ahmedabad east","krishna nagar, saijpur bogha, ahmedabad, ahmedabad east",7000,1500,built-up,"krishna nagar, saijpur bogha, ahmedabad, ahmedabad east",house,4,1.05
"krishna nagar, saijpur bogha, ahmedabad, ahmedabad east","krishna nagar, saijpur bogha, ahmedabad, ahmedabad east",7631,1900,super,"krishna nagar, saijpur bogha, ahmedabad, ahmedabad east",flat,3,1.45
jay shukan society,jay shukan society,8000,1125,plot,jay shukan society,house,2,0.9
chintan flats,chintan flats,70833,120,super,chintan flats,flat,2,0.85
rameshwar bungalows and arcade 5,rameshwar bungalows and arcade 5,6081,1397,super,rameshwar bungalows and arcade 5,flat,3,0.85
rameshwar bungalows and arcade 5,rameshwar bungalows and arcade 5,4938,1620,super,rameshwar bungalows and arcade 5,house,4,0.8
"kuha, ahmedabad, ahmedabad east","kuha, ahmedabad, ahmedabad east",4938,1620,built-up,"kuha, ahmedabad, ahmedabad east",flat,4,0.8
akhand laxmi society,akhand laxmi society,8333,1050,plot,akhand laxmi society,land,3,0.75
"kathwada road, ahmedabad, ahmedabad east","kathwada road, ahmedabad, ahmedabad east",3889,1800,built-up,"kathwada road, ahmedabad, ahmedabad east",house,4,0.7
"rakhial, ahmedabad, ahmedabad east","rakhial, ahmedabad, ahmedabad east",3250,2000,built-up,"rakhial, ahmedabad, ahmedabad east",house,4,0.65
